LAT;;;;;37.7749;37.7749;37.7749;37.7749
LON;;;;;-122.419;-122.419;-122.419;-122.419
ASL;;;;;16.0000;16.0000;16.0000;16.0000
CITY;;;;;San Francisco;San Francisco;San Francisco;San Francisco
DOMAIN;;;;;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL
LEVEL;;;;;2 m above gnd;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation (high resolution);Wind Speed;Wind Direction
UNIT;;;;;°C;mm;km/h;°
AGGREGATION;;;;;;;;
UTC_OFFSET;;;;;-8;-8;-8;-8

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2018;11;21;17;00;14.75;0.80;9.61;192.99
2018;11;21;18;00;14.55;0.60;9.66;206.57
2018;11;21;19;00;14.24;0.10;9.59;214.29
2018;11;21;20;00;14.07;0.20;9.29;215.54
2018;11;21;21;00;13.98;0.50;8.59;213.02
2018;11;21;22;00;13.95;0.40;9.02;208.61
2018;11;21;23;00;13.89;1.00;9.02;208.61
2018;11;22;00;00;13.80;0.90;9.18;205.56
2018;11;22;01;00;13.67;0.60;9.36;202.62
2018;11;22;02;00;13.50;0.30;9.18;205.56
2018;11;22;03;00;13.21;0.00;9.51;209.48
2018;11;22;04;00;13.33;0.00;9.57;199.80
2018;11;22;05;00;13.38;0.00;9.57;199.80
2018;11;22;06;00;13.34;0.00;9.23;200.56
2018;11;22;07;00;13.25;0.00;9.35;195.64
2018;11;22;08;00;14.14;0.00;11.25;187.35
2018;11;22;09;00;14.29;0.00;13.01;194.42
2018;11;22;10;00;14.59;0.00;13.66;198.43
2018;11;22;11;00;14.85;0.00;15.46;192.09
2018;11;22;12;00;15.69;0.00;17.38;193.17
2018;11;22;13;00;15.11;0.00;17.87;198.80
2018;11;22;14;00;15.59;0.00;19.26;200.81
2018;11;22;15;00;15.55;0.00;20.83;198.12
2018;11;22;16;00;14.50;0.00;20.62;196.22
2018;11;22;17;00;13.70;0.40;19.13;191.94
2018;11;22;18;00;13.45;0.80;18.84;186.58
2018;11;22;19;00;13.32;1.20;18.72;181.10
2018;11;22;20;00;13.24;2.10;18.37;177.75
2018;11;22;21;00;13.34;3.60;17.73;174.17
2018;11;22;22;00;13.43;3.60;15.94;173.52
2018;11;22;23;00;13.54;3.60;13.04;173.66
2018;11;23;00;00;13.70;2.40;10.50;174.09
2018;11;23;01;00;13.91;1.30;9.11;170.91
2018;11;23;02;00;14.06;0.70;8.83;168.23
2018;11;23;03;00;14.16;0.70;9.00;163.74
2018;11;23;04;00;13.86;0.90;8.71;150.26
2018;11;23;05;00;13.85;1.00;9.02;151.39
2018;11;23;06;00;13.85;0.90;9.69;148.67
2018;11;23;07;00;13.87;1.40;10.50;149.04
2018;11;23;08;00;14.11;2.10;11.75;152.65
2018;11;23;09;00;14.51;2.90;12.07;162.65
2018;11;23;10;00;15.06;2.80;12.02;171.38
2018;11;23;11;00;15.56;2.40;12.25;181.68
2018;11;23;12;00;15.87;2.30;12.37;188.37
2018;11;23;13;00;16.21;1.50;12.57;193.24
2018;11;23;14;00;16.04;1.20;12.86;197.93
2018;11;23;15;00;15.82;1.40;13.10;200.92
2018;11;23;16;00;15.62;1.00;12.90;202.99
2018;11;23;17;00;15.39;0.70;12.30;200.56
2018;11;23;18;00;15.24;0.70;11.38;198.43
